rank,iso3,country_name,income_group,peer_group,ppp_data_available,gdp_usd,gdp_ppp,actual_contribution_usd,adjusted_target_usd,gap_usd_signed,gap_pct_ppp_gdp,gap_usd_lower,gap_usd_upper,giving_rate_raw,giving_rate,p_donate,pred_donation_usd,expected_contribution,donor_segment,imr
98,XKX,Kosovo,UMC,Upper-Middle Income,True,11197246322.588,25057318186.2675,0.0,111900.57668033986,111900.57668033986,0.0004465784241095131,-13534627541.899845,13534851343.053207,0.0,0.0,0.11286881830476586,4257313.768420373,111900.57668033986,Low Probability,1.696947895495375
99,BMU,Bermuda,HIC,High Income,True,9233600000.0,7065486356.13778,0.0,111837.11993855445,111837.11993855445,0.0015828651320146086,-11161058196.617977,11161281870.857853,0.0,0.0,0.13679423754942055,3926380.36142581,111837.11993855445,Low Probability,1.6016044209082279
100,TKM,Turkmenistan,UMC,Upper-Middle Income,True,51387209872.2994,139864561024.928,0.0,109625.1506325306,109625.1506325306,7.837950502199921e-05,-62114492149.25038,62114711399.55165,0.0,0.0,0.024093952562767116,8730824.358997913,109625.1506325306,Low Probability,2.3517168431766127
101,MUS,Mauritius,UMC,Upper-Middle Income,True,14937861786.17,34895712377.9512,0.0,107394.50046473468,107394.50046473468,0.0003077584412135163,-18056123689.358414,18056338478.359344,0.0,0.0,0.08119821667833166,3726587.328279677,107394.50046473468,Low Probability,1.8515800224354189
102,ZMB,Zambia,LMC,Lower-Middle Income,True,25303185342.2511,79037328495.5792,0.0,104288.86792930518,104288.86792930518,0.00013194887771939101,-30585274544.96172,30585483122.697575,0.0,0.0,0.04654956663213836,5084741.074946012,104288.86792930518,Low Probability,2.0924227071773585
103,JAM,Jamaica,UMC,Upper-Middle Income,True,22014397089.7689,32196993701.627,0.0,100996.42235828485,100996.42235828485,0.00031368277204458757,-26609935079.337456,26610137072.182175,0.0,0.0,0.051814591619370694,5487449.656852662,100996.42235828485,Low Probability,2.0477738587643275
104,NPL,Nepal,LMC,Lower-Middle Income,True,42914268286.7109,149643411660.469,0.0,100777.20106560909,100777.20106560909,6.734489674310947e-05,-51872781437.90756,51872982992.30969,0.0,0.0,0.02652243941296238,6644168.038253701,100777.20106560909,Low Probability,2.31537884806481
105,TTO,Trinidad and Tobago,HIC,High Income,True,25633544529.4849,43732137356.2569,0.0,99642.53476443743,99642.53476443743,0.00022784739275996365,-30984602863.635456,30984802148.704983,0.0,0.0,0.04390247347694622,3576458.0860691997,99642.53476443743,Low Probability,2.116501463376529
106,BOL,Bolivia,LMC,Lower-Middle Income,True,54881327452.9667,140632330052.604,0.0,99610.67544214179,99610.67544214179,7.083056606178826e-05,-66338037993.27208,66338237214.62297,0.0,0.0,0.020499070223413747,8779658.039429568,99610.67544214179,Low Probability,2.411843372534508
107,CYM,Cayman Islands,HIC,High Income,True,7241244269.45972,5819365232.47743,0.0,97645.3997586837,97645.3997586837,0.0016779390166771493,-8752800308.515314,8752995599.314833,0.0,0.0,0.15229704454656334,3366121.1208186205,97645.3997586837,Low Probability,1.5465055988501695
108,GAB,Gabon,UMC,Upper-Middle Income,True,20895684425.6752,48046268621.9384,0.0,97076.12783887783,97076.12783887783,0.00020204717374150446,-25257688278.04498,25257882430.300655,0.0,0.0,0.052469717964080065,5795864.778084679,97076.12783887783,Low Probability,2.042488090290697
109,SVN,Slovenia,HIC,High Income,True,72972015197.3859,103495686631.162,7760000.0,7856298.881629066,96298.88162906561,9.304627541846804e-05,-88205269898.75865,88205462496.5219,0.9877424620575157,0.9877424620575157,0.9406867609576235,213879707.48849386,7856298.881629066,High-Potential Prospect,0.12549684624570936
110,BWA,Botswana,UMC,Upper-Middle Income,True,19402063512.9066,45553212807.2757,0.0,91944.18826555413,91944.18826555413,0.00020183908576228659,-23452270067.695824,23452453956.072357,0.0,0.0,0.05352161955926895,5735597.67206846,91944.18826555413,Low Probability,2.0341154813939526
111,GIN,Guinea,LMC,Lower-Middle Income,True,25008678293.4084,59260261425.5034,0.0,88793.33833895873,88793.33833895873,0.00014983622448338607,-30229302857.99827,30229480444.67495,0.0,0.0,0.04009982987071291,5690096.243560328,88793.33833895873,Low Probability,2.1533379887780715
112,UGA,Uganda,LIC,Low Income,True,53911907086.1525,144026964626.23,0.0,88125.70069436531,88125.70069436531,6.118694573829542e-05,-65166256726.970856,65166432978.37224,0.0,0.0,0.01846166107836183,7341258.765325531,88125.70069436531,Low Probability,2.450147033621495
113,BRN,Brunei Darussalam,HIC,High Income,True,15340808592.48,36588151541.3938,0.0,82378.11567914057,82378.11567914057,0.00022514970614446743,-18543213103.137234,18543377859.368595,0.0,0.0,0.06064800061329155,4386362.557220661,82378.11567914057,Low Probability,1.9807528802212049
114,NCL,New Caledonia,HIC,High Income,False,8548919387.12607,,0.0,81851.11312636713,81851.11312636713,,-10333476336.856094,10333640039.082348,0.0,0.0,0.10813499230794144,3361335.089826556,81851.11312636713,Low Probability,1.7176567171278816
115,KGZ,Kyrgyz Republic,LMC,Lower-Middle Income,True,17478259659.2625,50906871854.8587,0.0,76485.80128537295,76485.80128537295,0.0001502465158406171,-21126875943.462585,21127028915.065155,0.0,0.0,0.04942373011805542,7322599.202409054,76485.80128537295,Low Probability,2.0675522793225323
116,VEN,"Venezuela, RB",UMC,Upper-Middle Income,False,119802963257.783,,0.0,75888.78340605709,75888.78340605709,,-144812482968.62564,144812634746.19247,0.0,0.0,0.0071542302951503566,12390609.06296052,75888.78340605709,Low Probability,2.776724847901572
117,IMN,Isle of Man,HIC,High Income,False,7431257410.92713,,0.0,75122.76671673496,75122.76671673496,,-8982502368.984354,8982652614.517786,0.0,0.0,0.11417266932658465,3062476.285144151,75122.76671673496,Low Probability,1.691364312089077
118,BEN,Benin,LMC,Lower-Middle Income,True,21482643706.4249,56423799507.9997,0.0,71218.44813812232,71218.44813812232,0.00012622058202235218,-25967204728.270153,25967347165.16643,0.0,0.0,0.0374418816405559,4918318.324002498,71218.44813812232,Low Probability,2.180891030190543
119,FJI,Fiji,UMC,Upper-Middle Income,True,5968125909.27126,12624462706.4514,0.0,70673.24574849603,70673.24574849603,0.0005598119095585772,-7213937736.9229,7214079083.414397,0.0,0.0,0.13374265673800895,2587594.346428801,70673.24574849603,Low Probability,1.613007541316135
120,LBN,Lebanon,LMC,Lower-Middle Income,True,20078620356.9931,65415227251.247,0.0,67975.47449027185,67975.47449027185,0.00010391383986054417,-24270086227.357716,24270222178.306698,0.0,0.0,0.038235895427840325,7215489.284771854,67975.47449027185,Low Probability,2.172490079028615
121,SEN,Senegal,LMC,Lower-Middle Income,True,32808056600.9436,82535939325.2829,0.0,66923.12275816832,66923.12275816832,8.108361436878689e-05,-39656870587.66709,39657004433.912605,0.0,0.0,0.023038201786952286,6283371.229547666,66923.12275816832,Low Probability,2.3685156034113275
122,ABW,Aruba,HIC,High Income,True,4265650673.00236,4812141511.37331,0.0,65942.31345186936,65942.31345186936,0.0013703319675038078,-5156065194.611248,5156197079.238152,0.0,0.0,0.17459499027397496,2317463.3004814,65942.31345186936,Low Probability,1.474248702674019
123,GUM,Guam,HIC,High Income,False,6910000000.0,,0.0,65593.78472896606,65593.78472896606,,-8352438839.278106,8352570026.847564,0.0,0.0,0.1072105511032671,2817122.606694408,65593.78472896606,Low Probability,1.721784006012397
124,MOZ,Mozambique,LIC,Low Income,True,22745341305.0622,51958532879.6799,0.0,65149.859335116504,65149.859335116504,0.00012538818115974076,-27493504181.842434,27493634481.561108,0.0,0.0,0.03234997206477935,4577636.247732876,65149.859335116504,Low Probability,2.238704583631108
125,AND,Andorra,HIC,High Income,True,4039842405.48117,5402033635.11601,0.0,64438.05181083275,64438.05181083275,0.0011928480302668262,-4883119585.198073,4883248461.301696,0.0,0.0,0.1801485885213896,2247199.995132232,64438.05181083275,Low Probability,1.4573302535159194
126,PYF,French Polynesia,HIC,High Income,False,6323716355.05009,,0.0,64003.244294311946,64003.244294311946,,-7643766516.14613,7643894522.634718,0.0,0.0,0.11430954407599908,2686553.2322944575,64003.244294311946,Low Probability,1.6907810726269183
127,FRO,Faroe Islands,HIC,High Income,True,4052937169.76536,3940289911.86911,0.0,62864.02259453801,62864.02259453801,0.0015954161749666264,-4898949535.020865,4899075263.066054,0.0,0.0,0.17518026622073046,2226105.4151083743,62864.02259453801,Low Probability,1.4724471620588482
128,MDV,Maldives,UMC,Upper-Middle Income,True,7061608267.25451,12157538479.3976,0.0,62502.113149689016,62502.113149689016,0.0005141017094505298,-8535699344.022373,8535824348.2486725,0.0,0.0,0.09996407792233725,2153357.874187759,62502.113149689016,Low Probability,1.755153410180336
129,CZE,Czechia,HIC,High Income,True,347034062928.479,523047638122.857,20720000.0,20781076.04028096,61076.0402809605,1.1676955563771142e-05,-419479468451.3009,419479590603.3815,0.9970609779704105,0.9970609779704105,0.9653189693365105,810713841.7202848,20781076.04028096,High-Potential Prospect,0.07944675479212165
130,ZWE,Zimbabwe,LMC,Lower-Middle Income,True,41539411516.4448,86752463870.312,0.0,60871.344261113336,60871.344261113336,7.016670368245809e-05,-50210954879.44106,50211076622.129585,0.0,0.0,0.01655028354468791,5645919.170825678,60871.344261113336,Low Probability,2.4896160077921023
131,COG,"Congo, Rep.",LMC,Lower-Middle Income,True,15719986076.6464,39147012969.3478,0.0,55410.82863374855,55410.82863374855,0.00014154548311804874,-19001573155.434044,19001683977.09131,0.0,0.0,0.03981029294774253,4958801.188614845,55410.82863374855,Low Probability,2.156262641943399
132,CUW,Curacao,HIC,High Income,True,3561178196.20713,4485931928.22728,0.0,53966.92378865697,53966.92378865697,0.0012030259186296493,-4304541788.611198,4304649722.458776,0.0,0.0,0.17115391714688105,1983668.703421095,53966.92378865697,Low Probability,1.4849320610601706
133,MWI,Malawi,LIC,Low Income,True,11316411329.4619,35390077575.2599,0.0,53631.976762182196,53631.976762182196,0.00015154523650910175,-13678727235.706741,13678834499.660267,0.0,0.0,0.05352639137480338,2340143.16699429,53631.976762182196,Low Probability,2.0340778150395455
134,TCD,Chad,LIC,Low Income,True,19518819751.283,48979060781.1025,0.0,50600.92088709097,50600.92088709097,0.00010331133361914983,-23593441222.63131,23593542424.473083,0.0,0.0,0.02927910200660022,4211436.41815698,50600.92088709097,Low Probability,2.2774689770755474
135,BFA,Burkina Faso,LIC,Low Income,True,23124729853.0218,59994577724.1268,0.0,50527.4117704351,50527.4117704351,8.421996401537388e-05,-27952107013.940628,27952208068.764168,0.0,0.0,0.024677619866531126,5183433.263885138,50527.4117704351,Low Probability,2.342702591517094
136,YEM,"Yemen, Rep.",LIC,Low Income,False,21606160663.0318,,0.0,48710.17680330412,48710.17680330412,,-26116529107.397865,26116626527.751472,0.0,0.0,0.025462145198683034,4383793.39745458,48710.17680330412,Low Probability,2.3308735173007853
137,NAM,Namibia,LMC,Lower-Middle Income,True,13372354511.716,31153793845.0744,0.0,42754.14782046993,42754.14782046993,0.00013723576663915562,-16163871911.49555,16163957419.79119,0.0,0.0,0.036109648300882945,3172123.2817533948,42754.14782046993,Low Probability,2.195334243894908
138,GNQ,Equatorial Guinea,UMC,Upper-Middle Income,True,12765777677.0622,29247753194.9258,0.0,40257.44601722915,40257.44601722915,0.00013764286695435268,-15430670978.321945,15430751493.213978,0.0,0.0,0.035616548277031666,7893675.347793271,40257.44601722915,Low Probability,2.2007956859113107
139,FSM,"Micronesia, Fed. Sts.",LMC,Lower-Middle Income,True,471425099.488675,432741079.241925,0.0,40056.22566971263,40056.22566971263,0.009256395473219933,-569797893.6059144,569878006.0572538,0.0,0.0,0.33800953956117097,771564.568351271,40056.22566971263,Emerging Prospect,1.0815787322742285
140,SOM,"Somalia, Fed. Rep.",LIC,Low Income,True,11967000000.0,26790260348.198,0.0,39252.493044946474,39252.493044946474,0.00014651777375350038,-14465144618.775108,14465223123.7612,0.0,0.0,0.03704544703906719,2553333.066949627,39252.493044946474,Low Probability,2.185142454188842
141,SDN,Sudan,LIC,Low Income,True,49672435513.1126,93905594489.6469,0.0,38371.69323327241,38371.69323327241,4.08619885128387e-05,-60041819490.000084,60041896233.38654,0.0,0.0,0.008724657655633284,6374708.047755379,38371.69323327241,Low Probability,2.7111129234676374
142,BRB,Barbados,HIC,High Income,True,7498050000.0,6168436783.44456,0.0,38270.97961400962,38270.97961400962,0.0006204323876143942,-9063275168.141485,9063351710.100714,0.0,0.0,0.05764665770355761,2406343.151651722,38270.97961400962,Low Probability,2.002554302417195
143,AFG,Afghanistan,LIC,Low Income,True,17152234636.8715,82238478027.9442,0.0,38264.205593089726,38264.205593089726,4.652834842114631e-05,-20732829440.77315,20732905969.184338,0.0,0.0,0.02519561003287999,3620950.87835652,38264.205593089726,Low Probability,2.334856418116602
144,GRL,Greenland,HIC,High Income,True,3326543974.39193,4039549554.24062,0.0,36750.82354709736,36750.82354709736,0.0009097752869132957,-4020943465.2237844,4021016966.870878,0.0,0.0,0.12477474540118966,1647891.3056424062,36750.82354709736,Low Probability,1.6477235415595535
145,RWA,Rwanda,LIC,Low Income,True,14251642235.0968,46542623255.6292,0.0,36507.720756713614,36507.720756713614,7.843932765929369e-05,-17226722529.482075,17226795544.923588,0.0,0.0,0.028931616125207733,3437099.235130106,36507.720756713614,Low Probability,2.282073347755334
146,MLI,Mali,LIC,Low Income,True,26794747239.8805,71384118790.3552,0.0,36096.23353312597,36096.23353312597,5.0566196157909255e-05,-32388277232.840282,32388349425.307346,0.0,0.0,0.01521476009264018,4672203.767046105,36096.23353312597,Low Probability,2.519650201108925
147,NER,Niger,LIC,Low Income,True,19876128485.7857,48751250109.2132,0.0,35583.260801694465,35583.260801694465,7.298943252117713e-05,-24025355341.435516,24025426507.957123,0.0,0.0,0.020219333417566317,3823929.593137647,35583.260801694465,Low Probability,2.4168994784867275
148,LBR,Liberia,LIC,Low Income,True,4779300900.0,9239025769.781,0.0,34168.032001105654,34168.032001105654,0.0003698228888251663,-5776974797.842267,5777043133.90627,0.0,0.0,0.08074366839911834,1877296.5348672022,34168.032001105654,Low Probability,1.8541302478805841
149,DJI,Djibouti,LMC,Lower-Middle Income,True,4152145939.98458,8030434256.31262,0.0,33188.18222326623,33188.18222326623,0.0004132800439425481,-5018898413.908234,5018964790.27268,0.0,0.0,0.09027421941895164,1743937.6888508352,33188.18222326623,Low Probability,1.802929547099811
150,MDG,Madagascar,LIC,Low Income,True,17420501490.1231,52967520949.4448,0.0,31882.06506954314,31882.06506954314,6.0191725982367924e-05,-21057105009.748375,21057168773.878517,0.0,0.0,0.020669914319738147,3758914.660148741,31882.06506954314,Low Probability,2.4087850415717837
151,TJK,Tajikistan,LMC,Lower-Middle Income,True,14204575548.5536,50369738870.8902,0.0,31034.124324652723,31034.124324652723,6.16126369132083e-05,-17169835860.097078,17169897928.345728,0.0,0.0,0.02467539538416681,4980574.088461762,31034.124324652723,Low Probability,2.342736593625808
152,MRT,Mauritania,LMC,Lower-Middle Income,True,10908045686.8808,33511586137.0969,0.0,28522.52572485831,28522.52572485831,8.511243128920191e-05,-13185137896.537058,13185194941.588507,0.0,0.0,0.029532071952314724,2628960.816236449,28522.52572485831,Low Probability,2.2741465438737523
153,TGO,Togo,LIC,Low Income,True,10651180146.531,28172476918.4511,0.0,27720.2739031404,27720.2739031404,9.839487661443593e-05,-12874650918.112644,12874706358.66045,0.0,0.0,0.029393592752609908,2556458.9912527115,27720.2739031404,Low Probability,2.2759622354452156
154,SLE,Sierra Leone,LIC,Low Income,True,6971127235.3123,26779577207.271,0.0,25800.447907131405,25800.447907131405,9.634374623407517e-05,-8426366549.24689,8426418150.142705,0.0,0.0,0.041800080846650316,2037726.028738375,25800.447907131405,Low Probability,2.136516777071877
155,SYC,Seychelles,HIC,High Income,True,2167239562.46013,3548606461.02571,0.0,25308.35519701558,25308.35519701558,0.0007131913745572199,-2619638664.576409,2619689281.286803,0.0,0.0,0.13188939820841983,1188460.3071130367,25308.35519701558,Low Probability,1.6200309052244668
156,SUR,Suriname,UMC,Upper-Middle Income,True,4416775112.09627,12167816754.4816,0.0,24137.396474496778,24137.396474496778,0.00019837080851506573,-5338779582.375695,5338827857.168645,0.0,0.0,0.061721720387680715,1600904.6689849636,24137.396474496778,Low Probability,1.9731708628028317
157,BLZ,Belize,UMC,Upper-Middle Income,True,3203631800.0,5264035959.20123,0.0,22184.626445303686,22184.626445303686,0.0004214375930796264,-3872387194.7369514,3872431563.989842,0.0,0.0,0.0782100223466988,1339846.0125954088,22184.626445303686,Low Probability,1.8685628501213003
158,SWZ,Eswatini,LMC,Lower-Middle Income,True,4858885840.77236,12900985341.5671,0.0,22125.077083474076,22125.077083474076,0.00017149912582403192,-5873185620.913854,5873229871.068021,0.0,0.0,0.051428159554163876,1695562.6605022615,22125.077083474076,Low Probability,2.050918031047017
159,MHL,Marshall Islands,UMC,Upper-Middle Income,True,290108489.990234,270693540.418475,0.0,20478.085045667114,20478.085045667114,0.0075650438551320065,-350649919.70259464,350690875.872686,0.0,0.0,0.280802220295768,63365.113005378844,20478.085045667114,Emerging Prospect,1.200453316955296
160,CPV,Cabo Verde,UMC,Upper-Middle Income,True,2725414150.72735,5169488779.6525,0.0,19438.922468192708,19438.922468192708,0.0003760318146874751,-3294341454.837644,3294380332.6825805,0.0,0.0,0.08055501200626425,699391.5707406932,19438.922468192708,Low Probability,1.8551921218109202
161,LAO,Lao PDR,LMC,Lower-Middle Income,True,16502933121.3379,66822965068.7706,0.0,18556.722634322723,18556.722634322723,2.7769977903891488e-05,-19948002001.094196,19948039114.539463,0.0,0.0,0.012699687147333013,3601092.0874753827,18556.722634322723,Low Probability,2.583163330643055
162,PLW,Palau,HIC,High Income,True,276733062.744141,291183210.455899,0.0,15914.248971532534,15914.248971532534,0.005465373139686163,-334486854.68670046,334518683.1846435,0.0,0.0,0.22876876736462642,38472.41053942272,15914.248971532534,Emerging Prospect,1.3233270277891518
163,ATG,Antigua and Barbuda,HIC,High Income,True,2207622874.07407,2754237217.77357,0.0,15648.221707159555,15648.221707159555,0.0005681508334205518,-2668461897.687784,2668493194.131199,0.0,0.0,0.08005583487123319,997731.8590401843,15648.221707159555,Low Probability,1.8580115741392422
164,SXM,Sint Maarten (Dutch part),HIC,High Income,True,1797836665.95136,2050593492.7802,0.0,15327.81281744779,15327.81281744779,0.0007474817837574575,-2173130652.2568846,2173161307.8825197,0.0,0.0,0.09629036665517055,903500.5363669603,15327.81281744779,Low Probability,1.7728115952264005
165,TCA,Turks and Caicos Islands,HIC,High Income,True,1745378000.0,1553828160.67349,0.0,14538.566647573838,14538.566647573838,0.0009356611635402626,-2109721710.691,2109750787.824295,0.0,0.0,0.09407732925812001,874332.6720794212,14538.566647573838,Low Probability,1.7837103168376123
166,NIC,Nicaragua,LMC,Lower-Middle Income,True,19693982967.5926,52988712244.5939,0.0,13523.346308731525,13523.346308731525,2.5521183165026296e-05,-23805207900.891197,23805234947.583817,0.0,0.0,0.007755387410689134,4005385.229092976,13523.346308731525,Low Probability,2.750209261907305
167,MNP,Northern Mariana Islands,HIC,High Income,False,1096000000.0,,0.0,12815.187379457027,12815.187379457027,,-1324783835.8454523,1324809466.220211,0.0,0.0,0.13205878345164307,682456.3154519886,12815.187379457027,Low Probability,1.6193858309336653
168,TLS,Timor-Leste,LMC,Lower-Middle Income,True,1865608515.41321,5449823119.04932,0.0,10970.164045323565,10970.164045323565,0.0002012939467150491,-2255054644.213467,2255076584.541558,0.0,0.0,0.06641183683201142,777700.4738890559,10970.164045323565,Low Probability,1.9412796090833109
169,WSM,Samoa,UMC,Upper-Middle Income,True,1175749785.65113,1675748413.54576,0.0,9761.903526759794,9761.903526759794,0.0005825399235261292,-1421184926.4935415,1421204450.300595,0.0,0.0,0.09377185099016183,812728.1380299979,9761.903526759794,Low Probability,1.7852308096255896
170,NRU,Nauru,HIC,High Income,True,162588620.632234,148964293.072557,0.0,9704.473021710215,9704.473021710215,0.006514630332910313,-196520277.37883157,196539686.324875,0.0,0.0,0.2374397597269361,470702.8361699274,9704.473021710215,Emerging Prospect,1.3016115172840046
171,ASM,American Samoa,HIC,High Income,False,871000000.0,,0.0,9654.418085143296,9654.418085143296,,-1052816881.2111087,1052836190.0472789,0.0,0.0,0.12518746138040576,554052.5663308558,9654.418085143296,Low Probability,1.6460841098278682
172,BTN,Bhutan,LMC,Lower-Middle Income,True,3012896789.24928,11489317550.7216,0.0,9380.981483158295,9380.981483158295,8.164959704302987e-05,-3641847896.6690803,3641866658.632046,0.0,0.0,0.035165509145977575,779951.3329168014,9380.981483158295,Low Probability,2.205848174542394
173,VUT,Vanuatu,LMC,Lower-Middle Income,True,1117972034.22642,1039724287.98133,0.0,9051.984121171841,9051.984121171841,0.0008706138950304471,-1351346428.75632,1351364532.7245622,0.0,0.0,0.09144621386640067,524414.6727261579,9051.984121171841,Low Probability,1.796938604737469
174,SLB,Solomon Islands,LMC,Lower-Middle Income,True,1583964703.75061,1927776122.51779,0.0,8451.612680068198,8451.612680068198,0.0004384125615701625,-1914618496.273287,1914635399.498647,0.0,0.0,0.060262476048633815,544860.1602987901,8451.612680068198,Low Probability,1.983502421721521
175,LSO,Lesotho,LMC,Lower-Middle Income,True,2271759454.51107,6171463926.93622,0.0,7911.137590961876,7911.137590961876,0.0001281889951010263,-2745995115.5854363,2746010937.860618,0.0,0.0,0.03933050106790111,1027217.4222277233,7911.137590961876,Low Probability,2.1611491501809468
176,LCA,St. Lucia,UMC,Upper-Middle Income,True,2549062962.96296,4359235762.56497,0.0,7342.310105944313,7342.310105944313,0.00016843113118580457,-3081187983.059562,3081202667.679774,0.0,0.0,0.03253157170503419,829204.4188930962,7342.310105944313,Low Probability,2.2365128177688276
177,CAF,Central African Republic,LIC,Low Income,True,2751494281.06887,5923566230.74976,0.0,7090.95068102215,7090.95068102215,0.00011970746008059122,-3325878318.6259866,3325892500.527349,0.0,0.0,0.029106416253262223,749300.372454808,7090.95068102215,Low Probability,2.2797512270903146
178,GMB,"Gambia, The",LIC,Low Income,True,2404888749.21907,8439171637.60406,0.0,6843.461333187947,6843.461333187947,8.109162400127288e-05,-2906917026.1298704,2906930713.052537,0.0,0.0,0.03213910013736871,787812.6556357156,6843.461333187947,Low Probability,2.241262939622168
179,SYR,Syrian Arab Republic,LIC,Low Income,True,23622827079.5047,100065695233.932,0.0,6452.7990514251605,6452.7990514251605,6.448562653104951e-06,-28554229133.74795,28554242039.346058,0.0,0.0,0.0030850993591644755,2673848.71534136,6452.7990514251605,Low Probability,3.0412742137243245
180,TON,Tonga,UMC,Upper-Middle Income,True,591139749.44287,735360754.384418,0.0,5089.089639477983,5089.089639477983,0.0006920534729567041,-714538670.357716,714548848.5369948,0.0,0.0,0.09723056805900215,184492.39723771112,5089.089639477983,Low Probability,1.7682418697244335
181,MAF,St. Martin (French part),HIC,High Income,False,649206262.847519,,0.0,4751.147952007116,4751.147952007116,,-784727258.7516224,784736761.0475264,0.0,0.0,0.08265492564213262,372542.04824273323,4751.147952007116,Low Probability,1.8434845181686372
182,COM,Comoros,LMC,Lower-Middle Income,True,1440991455.45188,3018062220.97688,0.0,4310.3575193017205,4310.3575193017205,0.00014281870961250603,-1741802856.0198314,1741811476.7348702,0.0,0.0,0.03378351034912229,527310.7742401971,4310.3575193017205,Low Probability,2.2216822245116425
183,KNA,St. Kitts and Nevis,HIC,High Income,True,1122388888.88889,1436039666.27531,0.0,4257.506215187016,4257.506215187016,0.00029647553024978834,-1356690123.1109953,1356698638.1234255,0.0,0.0,0.042841514721820816,520223.2848035853,4257.506215187016,Low Probability,2.126498067897594
184,GNB,Guinea-Bissau,LIC,Low Income,True,2218393804.54798,6041125849.26546,0.0,4193.971936937941,4193.971936937941,6.94236809757553e-05,-2681492779.510861,2681501167.4547343,0.0,0.0,0.02135205906235462,493274.369841795,4193.971936937941,Low Probability,2.396789809336869
185,GRD,Grenada,UMC,Upper-Middle Income,True,1371918518.51852,2080601216.89334,0.0,4042.8666404022274,4042.8666404022274,0.0001943124231388682,-1658310791.8261147,1658318877.5593953,0.0,0.0,0.03328234997432984,504260.96579218796,4042.8666404022274,Low Probability,2.227561504274297
186,STP,Sao Tome and Principe,LMC,Lower-Middle Income,True,822154621.088897,1293398436.04085,0.0,3814.2456907281885,3814.2456907281885,0.00029490105944489646,-993780573.2084494,993788201.6998308,0.0,0.0,0.05239719612846389,385049.1397823006,3814.2456907281885,Low Probability,2.043070489596666
187,VCT,St. Vincent and the Grenadines,UMC,Upper-Middle Income,True,1157207407.40741,1882947831.4265,0.0,3327.134284104006,3327.134284104006,0.00017669816595945766,-1398778149.0369954,1398784803.3055634,0.0,0.0,0.03247222220422513,435620.2395135029,3327.134284104006,Low Probability,2.237227961826176
188,KIR,Kiribati,LMC,Lower-Middle Income,True,307862564.489711,438143459.626784,0.0,2385.069205984004,2385.069205984004,0.0005443580529572746,-372128358.00957894,372133128.14799094,0.0,0.0,0.08749777071132114,171445.43570308018,2385.069205984004,Low Probability,1.8173758876160162
189,DMA,Dominica,UMC,Upper-Middle Income,True,688881481.481481,1240639596.30121,0.0,2104.3403561204864,2104.3403561204864,0.00016961737819704264,-832687566.8505213,832691775.5312335,0.0,0.0,0.03450041819673508,291015.9060029987,2104.3403561204864,Low Probability,2.2134005452438315
190,BDI,Burundi,LIC,Low Income,True,3082433067.32634,14767865865.0483,0.0,795.6085642052709,795.6085642052709,5.387430868317064e-06,-3725908880.14581,3725910471.362939,0.0,0.0,0.002915135055393498,571260.2073643534,795.6085642052709,Low Probability,3.0583844896032426
191,TUV,Tuvalu,UMC,Upper-Middle Income,True,62280311.5852172,57054510.9926258,0.0,390.2469404543842,390.2469404543842,0.0006839896331857492,-75281314.32730865,75282094.82118955,0.0,0.0,0.07076876485873099,52230.08535244628,390.2469404543842,Low Probability,1.913277085833295
192,SVK,Slovak Republic,HIC,High Income,True,140934076532.375,218612696723.355,3870000.0,3824161.0305070314,-45838.96949296864,-2.0968118585983088e-05,-170354966100.3702,170354874422.43124,1.0119866734500171,1.0,0.9505814373765175,333025800.2772032,3824161.0305070314,Exceeded Target,0.10748959839816356
193,PRT,Portugal,HIC,High Income,True,313271185085.102,451285619975.167,19970000.0,17421898.760761864,-2548101.2392381355,-0.0005646316050084536,-378670994146.70416,378665897944.22565,1.14625852636551,1.0,0.9162710721824704,680282242.3723899,17421898.760761864,Exceeded Target,0.16791909448949013
194,LUX,Luxembourg,HIC,High Income,True,93279851863.4062,86979306129.8114,82290000.0,78889725.12580356,-3400274.87419644,-0.00390929179076427,-112755987279.87344,112749186730.12506,1.0431016189849072,1.0,0.9864429279616043,373857606.88646126,78889725.12580356,Exceeded Target,0.0351879085456478
195,LVA,Latvia,HIC,High Income,True,43684254432.3609,70188039947.5369,11500000.0,7821380.532291824,-3678619.467708176,-0.005241091602583311,-52807286260.76137,52799929021.82596,1.4703286654472834,1.0,0.9481937335578358,140027593.08056095,7821380.532291824,Exceeded Target,0.11188748970196198
196,EST,Estonia,HIC,High Income,True,43130419829.35,56526269527.8885,6560000.0,2661609.1344398125,-3898390.8655601875,-0.0068966002853537494,-52138055094.84633,52130258313.115204,2.4646744389012927,1.0,0.37389351322341724,67709779.29684442,2661609.1344398125,Exceeded Target,1.0132324948341183
197,LTU,Lithuania,HIC,High Income,True,84869215513.3648,136226690609.618,12740000.0,8718585.00149322,-4021414.9985067807,-0.002952002269533851,-102590200692.2698,102582157862.2728,1.461246291435828,1.0,0.953839113280591,263907334.92394707,8718585.00149322,Exceeded Target,0.10142999224090897
198,HRV,Croatia,HIC,High Income,True,92983810328.9088,165586244677.558,6500000.0,1684466.8875808516,-4815533.112419149,-0.002908172186522085,-112399560536.77156,112389929470.5467,3.8587876365649314,1.0,0.3753833870134432,102376596.42621785,1684466.8875808516,Exceeded Target,1.0104794826625063
