iso3,year,gdp_usd,gdp_per_capita_usd,trade_openness,govt_revenue_pct_gdp,govt_expenditure_pct_gdp,rd_pct_gdp,gov_effectiveness
CRI,2000,15013629661.8969,3812.75388284924,86.5249235130705,22.1601211041282,22.0341229122375,0.41135,0.1089203
CRI,2001,15976174336.9721,3985.12984506207,80.852758718109,22.8622133974224,22.7586749018497,,
CRI,2002,16578820687.2881,4067.71851429092,80.4139443360039,22.9198713123263,24.5949165130501,,0.2004916
CRI,2003,17271760506.9483,4173.14856415514,83.3277075355642,22.8826702548561,23.6218984320408,0.3619,0.1932721
CRI,2004,18610594846.2083,4431.0117207843,85.2564771965872,22.3081381492337,22.5253860097279,0.37288,0.2661532
CRI,2005,20040642476.9817,4703.00721784778,89.2226638923224,22.7646960437901,22.6463628110638,,0.2312006
CRI,2006,22715540324.3032,5256.59640859159,89.8145546136931,23.5677369105922,21.6012303285134,0.42693,0.1677132
CRI,2007,26884700709.3146,6137.71199925542,86.4565958439349,24.1121142424658,21.1608078593404,0.35655,0.2444248
CRI,2008,30801745700.4514,6937.24261596055,86.4015127113254,24.4079331526952,21.6689393887611,0.38593,0.2763826
CRI,2009,30745714312.6417,6832.69829924138,69.7593177251535,23.4639750944888,24.7449925071916,0.51718,0.4024005
CRI,2010,37658616951.8038,8265.78820275582,67.512089684107,22.8675831980544,25.6136283336954,0.4799,0.4026744
CRI,2011,42762613698.9636,9276.39107511347,68.6391465074016,23.2976636073559,25.3785207083222,0.46235,0.3641095
CRI,2012,47231655431.7355,10126.9991024177,67.0485392950976,23.3615138350075,25.9446831618072,0.54713,0.4335446
CRI,2013,50949668841.6696,10803.2401962173,64.0664105879442,23.5886934969403,26.5177395774488,0.54253,0.3382818
CRI,2014,52016408854.2658,10911.497878334,65.1912420532368,23.0707492376911,26.7358581094094,0.55627,0.3669615
CRI,2015,56441920820.5194,11714.7105980732,60.753561939521,23.4572080583441,28.5548940715519,0.43665,0.3596651
CRI,2016,58847019609.6549,12091.0301606154,62.1784781768295,24.0079934600948,27.1467334171331,0.44335,0.315527
CRI,2017,60516044656.5206,12317.0902771304,65.0719537438815,23.3185966619773,25.3967283752901,0.42587,0.3339142
CRI,2018,62420164991.5374,12590.2493781614,66.945342016636,24.3167782701782,28.9192248274544,0.37144,0.3528682
CRI,2019,64417670521.3545,12884.6859951989,65.7605300176622,27.5354175556737,29.4571247516698,,0.3043657
CRI,2020,62395610760.0492,12394.0493969492,60.1398862509533,27.1843242899476,31.8896416509747,0.33002,0.2258033
CRI,2021,64960725734.1965,12838.1185358931,70.7816423027085,28.2061355248318,30.8245979700277,0.27385,0.2714874
CRI,2022,69243626028.5936,13625.9008491328,82.2275325353143,28.8914258324714,28.7616125185152,0.33789,0.1212348
CRI,2023,86497941439.0174,16942.0268119375,72.4719990801769,29.3390402864479,28.9089243953107,0.33738,0.3340948
CRI,2024,95350423176.5962,18587.1532203482,71.3310137687617,,,,0.2868975
CUW,2000,2120511229.05028,15841.2612359949,,,,,
CUW,2001,2143450726.25698,16609.8454536485,,,,,
CUW,2002,2160784692.73743,16723.6925253468,,,,,
CUW,2003,2202117374.30168,16695.7351137757,,,,,
CUW,2004,2237160502.7933,16671.3403391655,,,,,
CUW,2005,2344637262.56983,17032.3356620744,134.911459782692,,,,
CUW,2006,2457581731.84358,17400.1637780186,144.555511068893,,,,
CUW,2007,2593831508.37989,18005.7165850772,146.049122473292,,,,
CUW,2008,2833476145.2514,19423.3352430175,166.739541731544,,,,
CUW,2009,2869153184.35754,19540.2476579348,144.702341659916,,,,
CUW,2010,2951342793.29609,19847.2310127979,143.932211823816,,,,
CUW,2011,2930092237.27161,19426.3264002202,172.923417836707,,,,
CUW,2012,3012836256.55523,19809.8223170482,183.236460764441,,,,
CUW,2013,3033568606.16651,19721.292182955,166.406148932184,,,,
CUW,2014,3059406995.39666,19623.0300713664,164.359817499142,,,,
CUW,2015,3058779211.89831,19361.8129630226,148.31381621544,,,,
CUW,2016,3024690188.01683,18944.0962772875,139.052978198311,,,,
CUW,2017,3033433248.15988,18938.2440965187,139.812449178121,,,,
CUW,2018,3046364819.53197,19119.1244887029,155.268858003963,,,,
CUW,2019,3026124115.73275,19220.6865793075,,,,,
CUW,2020,2534327592.49914,16299.8134349902,,,,,
CUW,2021,2739594359.5908,17795.5826616182,,,,,
CUW,2022,3075180834.72417,20057.1404747175,,,,,
CUW,2023,3281419347.37053,21217.8110321785,,,,,
CUW,2024,3561178196.20713,22832.8953958667,,,,,
CYM,1996,,,,,,,1.7918286
CYM,1998,,,,,,,1.782701
CYM,2000,,,,,,,1.7858581
CYM,2002,,,,,,,1.7861092
CYM,2003,,,,,,,1.2569496
CYM,2004,,,,,,,0.8951417
CYM,2005,,,,,,,1.2500659
CYM,2006,4200288282.10157,87085.0945866141,,,,,1.2471197
CYM,2007,4466278030.59167,89888.2611264853,,,,,1.2515751
CYM,2008,4585948969.33223,89655.1185574521,,,,,1.2550503
CYM,2009,4281714618.03238,81373.5721242232,,,,,1.0009922
CYM,2010,4156841163.77763,76837.6710064442,,,,,1.0023954
CYM,2011,4186073160.18254,75280.9617699986,,,,,1.0015699
CYM,2012,4291004485.56803,75101.5906883232,,,,,1.0017778
CYM,2013,4405796081.15984,75113.7342282813,,,,,1.00201
CYM,2014,4562853582.32463,75845.3055572577,,,,,1.1162778
CYM,2015,4708167255.28727,76379.2098777987,,,,,1.1145462
CYM,2016,4909322200.00212,77802.2535658023,,,,,1.1151481
CYM,2017,5166281293.18715,80053.9442657031,117.436583958714,,,,1.1153436
CYM,2018,5530178498.90783,83865.5540393356,117.117122140321,,,,1.1164167
CYM,2019,5941896599.57333,88254.2902486867,114.83853985004,,,,1.1174627
CYM,2020,5655357984.24218,82338.7977439023,105.472790158919,,,,0.9047216
CYM,2021,6060813808.15072,86449.6749037302,,,,,1.1162482
CYM,2022,6660161212.01997,93030.7051447803,,,,,1.1842957
CYM,2023,7241244269.45972,99143.5180243123,,,,,1.1850832
CYM,2024,,,,,,,1.1842501
CYP,1975,489912574.305146,976.329895019531,92.1789863419375,23.1167299610072,30.2140057477228,,
CYP,1976,576090073.715036,1157.41162109375,112.368983807243,19.2333041015067,25.8820015641889,,
CYP,1977,734876021.128049,1476.24755859375,115.575508573482,19.6431095564512,23.3443620610117,,
CYP,1978,964024364.43274,1929.39929199219,105.251727916103,19.7058249687205,23.7433374485356,,
CYP,1979,1288699776.05059,2559.22900390625,108.447116991234,19.5824068909669,22.500793647279,,
CYP,1980,2154311276.94859,4232.02294921875,108.325662982717,21.1863734064119,24.510061362583,,
CYP,1981,2087496373.77964,4033.24047851563,113.573064942897,21.8184926061541,25.7294514126567,,
CYP,1982,2159242416.76942,4122.78466796875,115.162457079526,22.7017272215968,26.7528542007549,,
CYP,1983,2160364071.19021,4091.04858398438,114.383740267896,24.1814017871205,30.5427986773838,,
CYP,1984,2278248953.14058,4258.74365234375,121.758629672952,24.9072813453975,26.6561970509267,,
CYP,1985,2430411900.19194,4488.287109375,107.569824976944,25.6476844181272,27.2001064053983,,
CYP,1986,3090734463.27684,5642.63134765625,93.4599276130589,26.0734591322644,25.2695363248754,,
CYP,1987,3704813885.50548,6690.578125,97.5564563233101,25.480845568821,27.3733296128535,,
CYP,1988,4278792597.23965,7645.6298828125,101.583242519928,26.4943126962909,27.7027900454485,,
CYP,1989,4563482603.5503,8038.9140625,111.334126422912,27.7774808965358,27.4752965005069,,
CYP,1990,5591130217.66965,9641.5751953125,108.608208716902,27.6276558517173,29.4987674861342,,
CYP,1991,5770197348.48485,9696.099609375,104.179904915897,26.940965195995,30.4037834372321,,
CYP,1992,6912150456.32334,11310.072265625,110.097007340814,28.1417384398452,29.6725644449215,,
CYP,1993,6590291048.29211,10526.1416015625,95.4163753507475,30.1603202453348,29.3718510669389,,
CYP,1994,7425703928.57143,11617.6923828125,95.7761516051877,31.2293531847553,29.833730431496,,
CYP,1995,9933137128.07244,15261.4169921875,134.390514064609,30.6226040478933,28.4580666461326,,
CYP,1996,10011914680.0502,15139.220703125,140.848983444568,30.4279869305029,29.702377192745,,1.1785967
CYP,1997,9547816419.61231,14234.2412109375,139.762976603986,29.8873759693602,31.1508956599054,,
CYP,1998,10248618778.2805,15092.828125,134.909736760687,30.8683026374043,33.245844076329,0.20331,1.3096522
CYP,1999,10497907227.616,15287.91796875,131.209333344294,30.5572796139571,32.7861103461316,0.21806,
CYP,2000,9985847313.85485,14388.3525390625,137.494903248556,32.8863167702754,33.3195406430062,0.2269,1.3111056
CYP,2001,10397898907.1038,14821.44921875,131.849067868114,33.696558249254,33.9330499112149,0.23694,
CYP,2002,11420228846.1538,16093.2158203125,123.64133212338,33.4915153087832,35.4684391849214,0.27967,1.5489123
CYP,2003,14547329558.3239,20252.24609375,114.004632981485,35.440221989504,38.9387800604299,0.31834,1.2427928
CYP,2004,17320551250.0,23792.619140625,113.903613489207,35.6996432200736,37.4612788377622,0.33564,1.1952669
CYP,2005,18433412510.8817,24959.26171875,111.917065271958,37.8193489043237,38.5371858780148,0.36727,1.299176
CYP,2006,20072754986.8272,26729.28125,109.806498040343,38.3450167759448,38.0300166381323,0.38346,1.2048195
CYP,2007,23968727073.6381,31244.87890625,111.275122844623,41.6188125415726,37.3479175346651,0.40007,1.2334071
CYP,2008,27844646257.507,35397.296875,112.925930874708,39.8989139137507,37.9683043356125,0.38594,1.3890009
CYP,2009,26048179949.1741,32236.44921875,102.7910918992,37.6563864508547,40.8306069823963,0.44437,1.3244041
CYP,2010,25799940077.6075,31105.02734375,108.901699269523,37.8426182615221,40.6065897416938,0.44292,1.4784399
CYP,2011,27641549301.6561,32485.798828125,110.617131287039,37.4250758230556,41.8706223100365,0.45263,1.4990644
CYP,2012,25047436974.6819,28991.935546875,112.344273297273,37.7961497733924,52.6432632319096,0.43765,1.485049
CYP,2013,23959712860.8331,27764.73046875,120.926200639389,38.8917152697626,44.9137727181064,0.48485,1.4722986
CYP,2014,23225918259.9824,26993.103515625,130.84436307939,41.5236713526249,50.8825846479159,0.51205,1.1190613
CYP,2015,19909278416.8575,23088.44140625,137.276426477193,40.4248670862314,41.7266838953056,0.47529,1.0770285
CYP,2016,21046462280.5979,24280.056640625,139.022098457248,38.3242374913063,38.1375311510325,0.5197,1.0483689
CYP,2017,22946570628.7576,26247.44921875,148.013355558135,38.4124173745333,36.8458898245716,0.54259,1.1146166
CYP,2018,25754001367.5448,29120.375,147.623567410054,38.3179535865917,40.3410835750321,0.61032,0.860738
CYP,2019,26196667099.5303,29227.173828125,150.506169561162,39.3207871815276,38.5058596579424,0.70269,0.9974556
CYP,2020,25555093854.2968,28130.341796875,160.66871645997,38.373285560444,43.6947268030349,0.82581,1.0026015
CYP,2021,30372642502.4897,32937.83984375,176.82773681987,38.3938605337321,40.6785279078526,0.77686,0.86
CYP,2022,31218038929.0919,33231.04296875,205.753543745524,38.2305530784052,36.2005584745208,0.70468,0.9509266
CYP,2023,35075423857.0996,36623.69140625,190.740788408329,39.9569594214153,38.4593865037483,0.68145,0.9314768
CYP,2024,37634533331.8902,38674.29296875,190.40287092076,39.9002949913761,,,0.8696373
CZE,1990,41016881802.4843,3969.36733543794,63.0512785845125,,,,
CZE,1991,30071014282.3218,2917.08655474323,70.771227667197,,,,
CZE,1992,35051065440.3962,3396.70972430469,77.9611310848888,,,,
CZE,1993,41155654032.1751,3984.1463439879,78.1977381830196,32.0776413892903,30.7770196384183,,
CZE,1994,48188478339.4129,4663.28665345469,74.8030180799195,30.6776987275535,30.2692942754992,,
CZE,1995,60572381311.2283,5865.29460556726,82.9009990725253,36.495476772388,46.9331440646284,,
CZE,1996,67804105329.8557,6573.19643136362,80.59955795966,34.623831059745,37.2756384483819,0.88366,0.6593897
CZE,1997,62539765163.1302,6069.38762357837,84.1532306677233,34.6902250427885,34.8812034565781,0.98251,
CZE,1998,67187217327.7326,6526.59635780951,83.9386523207327,33.7186313329805,35.7593582690453,1.05423,0.5470419
CZE,1999,65586562604.8621,6377.6211077224,85.4571236396114,34.110948164647,34.5943037346594,1.04295,
CZE,2000,62175642238.0847,6062.92152842793,97.4983956327874,33.6248697753886,33.4006750843855,1.10377,0.5125501
CZE,2001,68135304463.9641,6669.07494847497,98.5368737300189,34.2567104007063,36.5068873202154,1.09343,
CZE,2002,82607869609.574,8101.26018588111,90.8792715456582,34.7740736988374,36.8246818410733,1.09272,0.8849793
CZE,2003,100435924704.881,9852.45677945801,94.6468600665608,38.5577141300093,38.1534005577445,1.13817,0.8087247
CZE,2004,120147899983.657,11782.5546676117,113.173975970415,36.0241364580409,34.539184662623,1.13619,0.7384194
CZE,2005,137264185596.1,13442.4916284309,121.191287316105,35.6938269292348,33.4491817376531,1.15998,0.9422649
CZE,2006,156236258386.589,15259.0788162004,127.051015055016,35.574712513441,32.6086353042219,1.22564,0.8055261
CZE,2007,190040702286.917,18452.6532812196,129.876739504889,36.2301636999566,32.3810509125975,1.2967,0.6145105
CZE,2008,236506264753.95,22774.7045076205,123.904809929948,35.1258085320753,32.1223391133862,1.2352,0.7918796
CZE,2009,206971882704.716,19817.4215836554,113.049254784875,34.3231094625403,35.1186476762797,1.28943,0.8451827
CZE,2010,211168667286.27,20160.4355077059,126.756480116798,34.2808691995342,34.639613861013,1.31352,0.713873
CZE,2011,231429378717.312,22049.1080788682,136.750855542438,35.4300420842638,34.6520142942431,1.5323,0.7416914
CZE,2012,210363223087.728,20014.0354015165,145.480195396935,35.9762295229248,36.3468844348247,1.757,0.7285974
CZE,2013,213024360541.119,20260.4954999375,145.502230624961,36.3583113596966,34.5157400640104,1.86743,0.6929877
CZE,2014,210911285077.683,20038.4163180257,156.415122826886,35.4284647912707,34.2174755498584,1.94392,0.9017758
CZE,2015,189107698561.919,17931.5987670768,154.018400997633,35.6940831456467,33.0693000771957,1.906,0.9304102
CZE,2016,198160659303.939,18753.9686718096,148.547004664435,36.3608113102748,32.5225943262792,1.65411,1.0079335
CZE,2017,221563575696.217,20913.197632212,147.750834854762,36.223892446611,31.386098316698,1.74513,1.0284233
CZE,2018,251992360762.236,23705.9329811299,145.141717890789,36.885057141704,31.8283646893324,1.87652,1.0258091
CZE,2019,256794209028.77,24062.7190013343,138.154609993871,36.6049236279496,32.0399044366584,1.89547,0.971418
CZE,2020,251109660602.536,23472.8915454417,128.780430305965,36.4584773857569,37.6424553361707,1.94537,1.0855924
CZE,2021,290972714482.313,27696.4619527544,137.378116302868,36.0647013081516,36.8457557403545,1.93302,1.1010113
CZE,2022,301831228325.556,28282.2236715857,144.011494109397,35.7542661767476,34.4426537105922,1.89089,1.1951482
CZE,2023,345059295659.911,31761.5944102491,131.892598295876,35.7340115187956,,1.83369,1.2354239
CZE,2024,347034062928.479,31823.3078290564,131.484981069952,36.5421162532307,,,1.1773279
DEU,1960,84619845881.2608,1162.12266831735,,,,,
DEU,1961,96558204043.1028,1315.90787834504,,,,,
DEU,1962,105895435234.343,1430.52095516263,,,,,
DEU,1963,112232503744.1,1502.15452905146,,,,,
DEU,1964,123330404665.086,1637.45522773672,,,,,
DEU,1965,134774688191.161,1774.1986904555,,,,,
DEU,1966,143304275683.979,1870.80540291774,,,,,
DEU,1967,145100667772.69,1885.61596607874,,,,,
DEU,1968,156527292653.157,2025.08159465853,,,,,
DEU,1969,177733486326.06,2281.27598218229,,,,,
DEU,1970,216629229947.096,2771.28310514754,31.5904531520063,,,,
DEU,1971,250900942396.699,3203.82884836051,30.7269071881612,,,,
DEU,1972,300899944795.436,3823.94032602696,30.6162474270584,21.4665446036634,20.0949203708793,,
DEU,1973,399833571167.215,5065.24523302283,31.5828194707613,22.49085996432,20.5107210076544,,
DEU,1974,446934971657.471,5659.73787773336,36.8123365227823,22.3386623860926,22.1129931306828,,
DEU,1975,492434094920.105,6259.20744498342,35.770694065614,22.3490553010983,24.3927937013611,,
DEU,1976,521658712132.981,6659.16546576017,38.2248036597616,22.8305528988921,24.5519041095229,,
DEU,1977,602698323085.993,7711.10232025365,37.9596069317502,23.2844590814711,24.6270237867026,,
DEU,1978,743182891918.208,9516.78283228907,37.0396689635279,23.3536650980029,24.6164055807559,,
DEU,1979,884574218333.155,11322.3543443813,39.0764801078976,23.0975391603978,24.1639969596429,,
DEU,1980,953772499462.019,12182.7800196802,41.6963442221306,24.4082309460076,25.2918807749011,,
DEU,1981,803404797057.551,10246.4767623188,44.0162662404343,24.748522264251,26.0753096267653,,
DEU,1982,779421633755.138,9950.05926025365,44.2197597003201,25.2598259717015,26.3156893409425,,
DEU,1983,773507930294.906,9900.48559233526,43.4106902096364,24.8396768328426,25.8978909134526,,
DEU,1984,727767760978.627,9347.29068412377,46.0675396820961,25.2996509728144,26.1011284654647,,
DEU,1985,735218723093.277,9464.11694710857,47.7335836710439,25.4613049899496,25.6715228086439,,
DEU,1986,1050092624515.9,13511.1520027486,42.7811833269648,25.098920780975,25.2528453921173,,
DEU,1987,1302932318824.81,16738.6132825523,41.5307858013658,25.1325774241833,25.6629158855791,,
DEU,1988,1406367016371.53,17996.9783507619,42.3646595340436,24.4815622042654,25.4525000543221,,
DEU,1989,1404092925205.45,17829.4609524705,45.0439093136764,24.8142877404049,24.4676824420021,,
DEU,1990,1778162195860.07,22385.6778250275,45.6889546847935,24.3202523113232,24.5955746089283,,
DEU,1991,1875792575132.59,23443.3350818536,47.6354131979568,28.4717989959852,30.9721602653916,,
DEU,1992,2141377582968.07,26559.8543879632,44.6840440028306,29.3997859511431,31.1633496891613,,
DEU,1993,2078954217437.6,25616.6508772405,39.7493939704326,29.3767284646113,31.6897128614838,,
DEU,1994,2215282632276.73,27201.9593555204,41.0957443335763,30.0092490832526,31.7466621690732,,
DEU,1995,2593053091306.13,31747.2449398447,42.6061486475818,30.0058423205065,38.2181975125399,,
DEU,1996,2506576553158.31,30599.7891048363,43.903586095325,29.7638134151906,32.3299767702327,2.13663,1.778071
DEU,1997,2218790886532.82,27046.9565464237,48.380321068738,29.7768887442939,31.7949552150795,2.18161,
DEU,1998,2247760364565.97,27395.9440608051,50.1554657792327,29.5102630160559,31.5785413710064,2.20748,1.6538926
DEU,1999,2213873468586.88,26965.4922773722,51.519227436406,30.1496216132946,31.3519862894995,2.32772,
DEU,2000,1966980701145.1,23925.8559901991,59.1955992975405,30.0072312012246,31.0107716724735,2.38654,1.7619844
DEU,2001,1966381496641.73,23878.3641471651,59.5592863682118,29.0723424412329,30.4174846164707,2.3792,
DEU,2002,2102350798305.89,25486.5942008748,58.3325687248129,28.9525313039724,30.8239781232009,2.40856,1.7461478
DEU,2003,2534715518349.01,30711.1022511331,58.9145442942507,29.4980386556647,31.1635970921229,2.44232,1.5716359
DEU,2004,2852317768061.78,34566.7359143735,62.9064909465164,28.2726860412378,29.9861755573387,2.40278,1.5450395
DEU,2005,2893393187361.87,35084.4363546269,66.9531024934321,28.1351071285758,30.0041707693565,2.40266,1.6484947
DEU,2006,3046308753670.58,36980.3349948954,72.7591934646234,27.8950448853754,28.6974997733062,2.43043,1.6976514
DEU,2007,3484056680854.91,42350.9217211489,74.8838416816798,27.6698712149224,27.5320782623062,2.41918,1.7597094
DEU,2008,3808197720125.0,46379.1647953479,76.1131665945746,27.9511678922326,27.8052972254835,2.57152,1.737643
DEU,2009,3478545516683.59,42471.8868625226,66.1391275757126,28.965103830439,30.4455546778831,2.68864,1.7720019
DEU,2010,3467093769666.67,42396.9665976293,73.8852351200263,28.017826143481,30.7567125257145,2.67632,1.538577
DEU,2011,3823575803793.78,47630.9761883572,78.433002901442,28.4908861229527,28.3141784769068,2.75016,1.645879
DEU,2012,3596483233406.25,44718.0159214069,79.3316495670315,28.7461775885228,27.9445071589837,2.82499,1.7583687
DEU,2013,3807023797050.99,47206.8353514242,77.5860288576931,28.9264882364433,27.9969858502414,2.78067,1.8105078
DEU,2014,3964870735760.77,48959.5991203133,76.8483516336234,28.9254038405479,27.5160413741803,2.82218,1.9655186
DEU,2015,3425099578746.09,41929.7549110722,77.7565815686922,28.8827449036776,27.43650045513,2.87725,1.9623466
DEU,2016,3536787895179.0,42948.9381932694,76.0059902166055,28.8217362865039,27.3748517311851,2.88393,1.9057837
DEU,2017,3765351626105.89,45553.9341495339,77.4548394742448,28.9820017941202,27.5226740191593,2.9886,1.8901031
DEU,2018,4055433215301.96,48916.1686612154,79.1252260463654,29.2858536471726,27.3644959420855,3.05057,1.8019092
DEU,2019,3959894794039.21,47656.199739747,79.0732427175683,29.5495126198661,27.8804335534648,3.11256,1.8881241
DEU,2020,3941398957073.94,47394.8734504469,72.9335327120137,29.5059871563036,32.1505946585061,3.0897,1.7812546
DEU,2021,4355251953410.78,52349.2459994422,79.9195348609851,29.2255467990463,32.6685205602959,3.0786,1.8265941
DEU,2022,4201021706478.62,50506.5179638543,88.7857542130501,28.5689040179075,31.174891399437,3.07096,1.7792628
DEU,2023,4562207532490.28,54776.7668235491,81.9625483787634,28.4183906847328,,3.1539,1.5613864
DEU,2024,4685592577804.69,56103.7323182554,79.0907305894936,29.3708896111546,,,1.5462994
DNK,1960,6361166544.50349,1389.0213943225,,,,,
DNK,1961,7058361229.35415,1530.53779004389,,,,,
DNK,1962,7953274741.29303,1711.2181376602,,,,,
DNK,1963,8466044979.87996,1807.25279179793,,,,,
DNK,1964,9677401337.17309,2049.39724281483,,,,,
DNK,1965,10870670865.3211,2284.22850484956,,,,,
DNK,1966,11931740293.0378,2487.13627144432,57.6554018034611,,,,
DNK,1967,13059064805.8774,2700.74637883336,55.5458272413802,,,,
DNK,1968,13505574133.3333,2776.13544525805,55.3277665915049,,,,
DNK,1969,15414902666.6667,3151.13324311543,55.5108074203864,,,,
DNK,1970,17075457733.3333,3464.45518278408,57.1347346526574,,,,
DNK,1971,19086192720.4664,3845.59906810072,55.6730303676964,,,,
DNK,1972,23230667549.2496,4653.95587889115,53.2250227237422,32.9491010102413,29.0807159935291,,
DNK,1973,30718181337.3006,6116.89199229142,57.8633533150401,31.2732676151476,26.822416777242,,
DNK,1974,34125712480.9267,6763.86592918646,64.7270029364718,32.0732248406381,30.2005639089294,,
DNK,1975,40418967665.5877,7988.15613263518,59.7820924537787,29.9880986227097,31.0670828887941,,
DNK,1976,44503607444.1687,8773.3396162771,61.1065029153667,29.7300273316939,30.0244245216102,,
DNK,1977,49711709588.2196,9769.57864283968,60.3706317946257,30.2289317502919,30.4959966485868,,
DNK,1978,60320089217.713,11817.6250875179,57.0932056983783,31.5655461090197,31.3905827963012,,
DNK,1979,70393030602.547,13757.2343740839,60.8247246552521,32.3437200703939,32.8575753503962,,
DNK,1980,70811287815.6106,13822.1578405912,65.748272029348,33.2590520608378,36.1401401224621,,
DNK,1981,61459941460.5385,12000.2103769191,71.2256517073619,33.2274451730538,38.3078037018262,,
DNK,1982,60084214872.0657,11740.2199128271,71.2261424502124,32.5295905061102,39.3659618520811,,
DNK,1983,60331158447.2389,11796.5691955784,69.9950338250098,34.0696590948282,39.8656263587527,,
DNK,1984,58868891334.9941,11516.6821578436,71.1932758799528,35.8275556177228,39.3198705238846,,
DNK,1985,62452421010.9094,12212.7873997293,72.3252333601635,37.251415041963,37.6019895733271,,
DNK,1986,87748695216.9077,17136.6297376226,65.041031399129,39.29520344185,35.2681584947705,,
DNK,1987,109183446340.073,21295.6768566078,61.4826479013264,38.8571949588082,35.0636495646271,,
DNK,1988,115540189705.118,22524.5792595476,63.7622632221062,38.819619276124,36.5167201897521,,
DNK,1989,112312200760.581,21882.1517463842,67.1027874741641,38.0061670499174,36.8690513737925,,
DNK,1990,138217740684.484,26885.6994188191,67.3045794419521,36.7082569968696,37.0118667697654,,
DNK,1991,139180507777.691,27002.8057705804,69.1684762769411,35.5067191117811,36.602007127026,,
DNK,1992,152966494259.538,29579.4913648682,66.9797006123946,36.7305605992809,37.5632070498347,,
DNK,1993,143111306004.102,27581.7241097459,65.643583372576,38.5701604209487,40.3121220667834,,
DNK,1994,156017919221.457,29967.8303903163,67.8432179369762,38.8181767450067,40.7452852523012,,
DNK,1995,184848481008.139,35321.0980773087,68.5733146504851,38.1463748289353,41.8391307035212,,
DNK,1996,187481157845.724,35621.9878051732,68.5264824216641,38.6951354204642,40.796047275999,1.80812,1.7792325
DNK,1997,173241365735.483,32779.879045297,71.2901759751981,37.8655283302537,39.0835263840438,1.89238,
DNK,1998,176877077513.133,33346.4884298957,71.345417498121,38.1817547627176,38.6829284198783,2.00749,1.8439552
DNK,1999,177887720535.535,33426.2381077405,72.7288566436859,38.3700687159006,37.8184080721551,2.12857,
DNK,2000,164043817223.59,30722.0251837567,83.0420859548864,37.8538909899208,36.3295874040288,2.18774,1.9471575
DNK,2001,164881594415.341,30768.4775471112,83.922664599029,36.8255222237882,35.7847698939083,2.32339,
DNK,2002,178788209558.311,33257.1622586509,84.4845925538271,36.2911456075943,36.0953935308146,2.43935,2.1922798
DNK,2003,218421193436.252,40519.0974905924,80.7613001763544,36.2178350158913,35.767975389886,2.50711,2.1441789
DNK,2004,251986155630.852,46625.050098011,82.0077308240144,37.8539938235166,35.8307759102234,2.41328,2.0993907
DNK,2005,265150087711.985,48925.8076698784,89.3987952460671,39.3222080553541,33.8090842292666,2.38721,2.0614768
DNK,2006,283386151543.687,52119.1787984282,97.4298607727841,38.0985324443546,32.5510758502503,2.39875,2.1627643
DNK,2007,320213157595.018,58631.6566433635,100.047674594039,40.5770178188443,34.9730643021222,2.50921,2.2040874
DNK,2008,354979471960.142,64616.6657583663,104.470310168489,39.3530306938842,35.5704583622838,2.76081,2.1465669
DNK,2009,322619152194.594,58412.7472358513,89.3948566562728,38.5493966847956,40.7304528981614,3.04209,2.1667207
DNK,2010,322345594075.47,58104.5445594981,94.3877282319057,39.0501760317115,41.321624841298,2.91389,1.920097
DNK,2011,344315595263.175,61809.737898222,102.012930474308,39.7283549528451,41.3553765306718,2.94198,2.0426979
DNK,2012,326792574244.963,58443.7747103968,104.362280505171,39.9316830870602,42.5735551510871,2.9845,1.9667251
DNK,2013,344631016965.12,61377.5940590412,103.612813249189,39.7295306701476,40.3069360551146,2.96145,1.9589905
DNK,2014,352832602064.452,62520.4509747011,103.210859225139,41.8748795594501,39.8534795726126,2.91543,1.8095293
DNK,2015,301758922337.637,53094.0133607574,105.130362453899,38.90354146663,39.4680654843822,3.06422,1.7943827
DNK,2016,312181849372.233,54500.9260410217,101.452783808643,38.0360359648306,37.3753237986279,3.10209,1.8352349
DNK,2017,331610593961.988,57521.5514992225,104.215676920442,38.0879168879288,36.281185472149,2.93576,1.8254188
DNK,2018,355293374912.393,61324.7665045565,108.813985501909,37.4293825413279,36.1767651513151,2.97895,1.920528
DNK,2019,345401473012.615,59404.2663247723,111.891475065653,39.7772359663564,35.294411019505,2.90605,1.9444854
DNK,2020,355631021931.621,60985.4885601514,104.433432671151,39.2120703827283,38.7585745073268,2.96533,1.9999488
DNK,2021,406110162088.054,69340.7334922138,112.321472697291,40.5563394227763,36.417787972112,2.74323,2.1905145
DNK,2022,400114306337.077,67781.0940939514,131.995824909071,35.8696678745175,32.1649694515103,2.86709,2.0983389
DNK,2023,404651706117.557,68043.5466971243,129.625337431278,37.2844380973472,33.3385713177252,3.04841,1.9559634
DNK,2024,424524722037.047,71026.4832271897,131.765030975207,38.2868050493917,,,1.9128986
ESP,1960,12424514013.7604,407.96302786933,,,,,
ESP,1961,14238126759.7335,463.19044087717,,,,,
ESP,1962,16609632790.5843,535.391059454488,,,,,
ESP,1963,19631714759.6491,627.278450964262,,,,,
ESP,1964,21966876027.2517,694.952086797899,,,,,
ESP,1965,25479619606.5284,797.377066170904,,,,,
ESP,1966,29559436182.9186,915.62923367863,,,,,
ESP,1967,32570905397.2885,996.571863525297,,,,,
ESP,1968,32394326463.759,978.292373768035,,,,,
ESP,1969,37090689287.8552,1109.13637135526,,,,,
