iso3,country_name,income_group,peer_group,ppp_data_available,gdp_usd,gdp_ppp,actual_contribution_usd,adjusted_target_usd,gap_usd_signed,gap_pct_ppp_gdp,gap_usd_lower,gap_usd_upper,giving_rate_raw,giving_rate,p_donate,pred_donation_usd,expected_contribution,donor_segment,imr
BDI,Burundi,LIC,Low Income,True,3082433067.32634,14767865865.0483,0.0,795.6085642052709,795.6085642052709,5.387430868317064e-06,-3369352044.845813,3369353636.0629416,0.0,0.0,0.002915135055393498,1989178.775704038,795.6085642052709,Low Probability,3.0583844896032426
TUV,Tuvalu,UMC,Upper-Middle Income,True,62280311.5852172,57054510.9926258,0.0,390.2469404543842,390.2469404543842,0.0006839896331857492,-68077112.21965854,68077892.71353944,0.0,0.0,0.07076876485873099,283221.2570522572,390.2469404543842,Low Probability,1.913277085833295
SVK,Slovak Republic,HIC,High Income,True,140934076532.375,218612696723.355,3870000.0,3824161.0305070314,-45838.96949296864,-2.0968118585983088e-05,-154052581841.9836,154052490164.04465,1.0119866734500171,1.0,0.9505814373765175,271130861.77012694,3824161.0305070314,Exceeded Target,0.10748959839816356
PRT,Portugal,HIC,High Income,True,313271185085.102,451285619975.167,19970000.0,17421898.760761864,-2548101.2392381355,-0.0005646316050084536,-342433716676.30963,342428620473.8311,1.14625852636551,1.0,0.9162710721824704,420009157.6984222,17421898.760761864,Exceeded Target,0.16791909448949013
LUX,Luxembourg,HIC,High Income,True,93279851863.4062,86979306129.8114,82290000.0,78889725.12580356,-3400274.87419644,-0.00390929179076427,-101965949653.35733,101959149103.60895,1.0431016189849072,1.0,0.9864429279616043,290709048.9352832,78889725.12580356,Exceeded Target,0.0351879085456478
LVA,Latvia,HIC,High Income,True,43684254432.3609,70188039947.5369,11500000.0,7821380.532291824,-3678619.467708176,-0.005241091602583311,-47754161286.87415,47746804047.93874,1.4703286654472834,1.0,0.9481937335578358,113410377.29471526,7821380.532291824,Exceeded Target,0.11188748970196198
EST,Estonia,HIC,High Income,True,43130419829.35,56526269527.8885,6560000.0,2661609.1344398125,-3898390.8655601875,-0.0068966002853537494,-47148994290.080055,47141197508.34893,2.4646744389012927,1.0,0.37389351322341724,41433997.130148835,2661609.1344398125,Exceeded Target,1.0132324948341183
LTU,Lithuania,HIC,High Income,True,84869215513.3648,136226690609.618,12740000.0,8718585.00149322,-4021414.9985067807,-0.002952002269533851,-92773053576.05147,92765010746.05446,1.461246291435828,1.0,0.953839113280591,208562915.9007277,8718585.00149322,Exceeded Target,0.10142999224090897
HRV,Croatia,HIC,High Income,True,92983810328.9088,165586244677.558,6500000.0,1684466.8875808516,-4815533.112419149,-0.002908172186522085,-101643767168.07132,101634136101.84647,3.8587876365649314,1.0,0.3753833870134432,64767854.385030665,1684466.8875808516,Exceeded Target,1.0104794826625063
CYP,Cyprus,HIC,High Income,True,37634533331.8902,51220475871.3833,7760000.0,2779614.039359421,-4980385.960640579,-0.009723427742347673,-41142620364.29348,41132659592.3722,2.791754499048486,1.0,0.32558265822991717,32488692.224516094,2779614.039359421,Exceeded Target,1.1062581879439055
IRL,Ireland,HIC,High Income,True,609157459747.205,642302599499.143,153210000.0,145216322.96364483,-7993677.036355168,-0.0012445344363526641,-665867194007.8643,665851206653.7915,1.055046683962356,1.0,0.9592983548958427,1570326096.2831278,145216322.96364483,Exceeded Target,0.0911075171560347
AUS,Australia,HIC,High Income,True,1757022451652.83,1640076053462.49,285000000.0,276003393.8961611,-8996606.10383892,-0.0005485481045129278,-1920579032974.6558,1920561039762.4482,1.0325959981029207,1.0,0.8936208101077463,1908467994.4625695,276003393.8961611,Exceeded Target,0.2054108404080167
POL,Poland,HIC,High Income,True,917767106146.761,1650760655426.38,40670000.0,27828848.20355578,-12841151.796444219,-0.0007778930127897577,-1003207764911.6122,1003182082608.0194,1.4614331036094934,1.0,0.9329130565851091,1187510924.3846216,27828848.20355578,Exceeded Target,0.13928083243018427
ESP,Spain,HIC,High Income,True,1725671652742.19,2367229021292.26,433400000.0,411139327.03219527,-22260672.96780473,-0.0009403683702581818,-1886323295557.0193,1886278774211.0837,1.0541438668212384,1.0,0.9061137934531326,1980853294.4230933,411139327.03219527,Exceeded Target,0.18491614030036885
ITA,Italy,HIC,High Income,True,2380825077243.59,3140115970004.12,794200000.0,771186675.8804948,-23013324.119505167,-0.0007328813438528824,-2602460620702.1553,2602414594053.916,1.0298414441525847,1.0,0.9348094759954453,2842481775.3893433,771186675.8804948,Exceeded Target,0.1359447346280891
JPN,Japan,HIC,High Income,True,4027597523550.58,5716122875047.88,2772140000.0,2748485199.6924143,-23654800.307585716,-0.00041382595904024505,-4402518975794.556,4402471666193.94,1.0086064863329929,1.0,0.8188626030490646,4964245904.29962,2748485199.6924143,Exceeded Target,0.3217129322450922
NZL,New Zealand,HIC,High Income,True,260172385097.616,260760464700.573,65000000.0,40869404.49591343,-24130595.50408657,-0.009253931776734383,-284413943963.55365,284365682772.5455,1.590431786362324,1.0,0.8359048930155923,340918086.53944623,40869404.49591343,Exceeded Target,0.2959067262260325
KWT,Kuwait,HIC,High Income,True,160227273053.334,225947312136.531,95000000.0,25169439.989708893,-69830560.0102911,-0.030905682988649697,-175211417023.9717,175071755903.95114,3.7744185027097523,1.0,0.07861771253060142,291216834.6774728,25169439.989708893,Exceeded Target,1.8662150590349438
DNK,Denmark,HIC,High Income,True,424524722037.047,426944264564.674,479320000.0,395453659.38858145,-83866340.61141855,-0.01964339319487787,-464124300243.4683,463956567562.24554,1.2120762790287134,1.0,0.9407917546122732,1351581212.0606642,395453659.38858145,Exceeded Target,0.12530862979872903
NOR,Norway,HIC,High Income,True,483592648313.301,507663853531.356,468210000.0,376263741.39859015,-91946258.60140985,-0.018111641780643492,-528698481300.28174,528514588783.079,1.2443665133920192,1.0,0.8856109453710024,2254113598.4950438,376263741.39859015,Exceeded Target,0.21834432245705107
KOR,"Korea, Rep.",HIC,High Income,True,1875388209406.8,2849979724104.21,620100000.0,498046609.66578424,-122053390.33421576,-0.004282605567398515,-2050075597329.028,2049831490548.3596,1.245064192719071,1.0,0.8983237551641314,1690816221.741696,498046609.66578424,Exceeded Target,0.19774446831031223
GBR,United Kingdom,HIC,High Income,True,3686033044482.13,3642753739205.27,2519560000.0,2267333255.03731,-252226744.96268988,-0.006924067972207133,-4029389482012.9585,4028885028523.0327,1.111243790211395,1.0,0.965131738168674,5718781679.723686,2267333255.03731,Exceeded Target,0.07981423689605276
CHN,China,UMC,Upper-Middle Income,True,18743803170827.2,33597882047418.8,1500050000.0,23538508.00652756,-1476511491.9934723,-0.004394656454563353,-20489994858890.758,20487041835906.773,63.72748857251339,1.0,0.01731646297164251,4403690783.486763,23538508.00652756,Exceeded Target,2.4733365937015637
ERI,Eritrea,LIC,Low Income,False,,,0.0,,,,,,,,0.00022503724092633718,0.021615972055192684,,Low Probability,3.7597239252329153
PRK,"Korea, Dem. People's Rep.",LIC,Low Income,False,,,0.0,,,,,,,,0.0005373519163371887,0.02772664464280186,,Low Probability,3.535325702487768
SSD,South Sudan,LIC,Low Income,False,,,0.0,,,,,,,,0.01088432693899446,0.07517014123695755,,Low Probability,2.636367473336479
